name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A133.T,A134.T,A140.T,A144.T,A152.T,A133.N,A134.N,A140.N,A144.N,A152.N
ENSG00000132589,FLOT2,9855,3184.6,6670.4,2.094,1.1,3.4e-4,1,0.0012,6,4102,2953,3911,3192,1765,6341,6745,6954,6870,6442
ENSG00000234432,LINC02983,84.8,70.8,14,0.198,-2.3,3.4e-4,1,0.0012,6,70,24,83,47,130,11,23,13,11,12
ENSG00000254936,ENSG00000254936,35.8,7.4,28.4,3.753,1.9,3.4e-4,1,0.0012,6,8,6,14,4,5,21,42,33,21,25
ENSG00000166473,PKD1L2,132.4,132.4,0,0.001,-10,3.4e-4,1,0.0012,6,292,26,224,104,16,0,0,0,0,0
ENSG00000197323,TRIM33,3933.6,1316,2617.6,1.99,1,3.4e-4,1,0.0012,6,969,1097,1633,1748,1133,3207,2699,2237,2535,2410
ENSG00000203799,CCDC162P,620.6,576.8,43.8,0.076,-3.7,3.4e-4,1,0.0012,6,251,59,313,942,1319,62,27,47,29,54
ENSG00000236953,ZDHHC20-IT1,47.4,10.4,37,3.524,1.8,3.4e-4,1,0.0012,6,9,9,8,10,16,31,36,19,38,61
ENSG00000211695,TRGV9,89.2,8,81.2,10.424,3.4,3.4e-4,1,0.0012,6,16,2,10,3,9,158,26,108,75,39
ENSG00000284753,EEF1AKMT4,230.6,196.2,34.4,0.177,-2.5,3.4e-4,1,0.0012,7,49,138,308,341,145,25,38,29,47,33
ENSG00000158246,TENT5B,110.2,100.4,9.8,0.099,-3.3,3.4e-4,1,0.0012,7,197,101,79,35,90,24,14,5,4,2
ENSG00000117614,SYF2,2760,959.4,1800.6,1.877,0.9,3.4e-4,1,0.0012,7,772,1093,819,1288,825,2177,1743,1786,1599,1698
ENSG00000236200,KDM4A-AS1,194,154,40,0.262,-1.9,3.4e-4,1,0.0012,7,83,91,145,153,298,43,33,34,41,49
ENSG00000248329,APELA,62.2,62.2,0,0.002,-9,3.4e-4,1,0.0012,7,42,192,16,30,31,0,0,0,0,0
ENSG00000121594,CD80,115.8,93.4,22.4,0.242,-2,3.4e-4,1,0.0012,7,41,152,101,83,90,20,17,20,16,39
ENSG00000244879,GABPB1-AS1,4646,1621.2,3024.8,1.866,0.9,3.4e-4,1,0.0012,7,1564,1131,1638,2169,1604,3014,3459,3178,2503,2970
ENSG00000224032,EPB41L4A-AS1,915,291,624,2.14,1.1,3.4e-4,1,0.0012,7,364,341,270,222,258,766,629,698,592,435
ENSG00000118308,IRAG2,2845.4,626,2219.4,3.545,1.8,3.4e-4,1,0.0012,7,956,457,340,1088,289,2388,2223,2124,1943,2419
ENSG00000100034,PPM1F,8179.8,2488,5691.8,2.287,1.2,3.4e-4,1,0.0012,7,3633,2018,2873,2456,1460,5873,5326,4918,5105,7237
ENSG00000163393,SLC22A15,1236.8,314.8,922,2.927,1.5,3.4e-4,1,0.0012,7,374,332,262,434,172,979,1047,525,730,1329
ENSG00000130640,TUBGCP2,5582,1966.2,3615.8,1.838,0.9,3.4e-4,1,0.0012,7,2598,2167,1755,1575,1736,3920,3639,2867,3496,4157
ENSG00000137267,TUBB2A,432.6,316.4,116.2,0.367,-1.4,3.5e-4,1,0.0012,7,378,374,164,244,422,125,96,111,120,129
ENSG00000231806,PCAT7,54.4,48.8,5.6,0.118,-3.1,3.5e-4,1,0.0012,7,51,26,23,17,127,8,5,4,4,7
ENSG00000151012,SLC7A11,2636,2613.8,22.2,0.009,-6.9,3.5e-4,1,0.0012,7,52,235,8231,4220,331,34,26,13,20,18
ENSG00000279155,ENSG00000279155,143,35.6,107.4,3.025,1.6,3.5e-4,1,0.0012,7,42,25,20,50,41,142,97,88,103,107
ENSG00000211789,TRAV12-2,291.8,13.2,278.6,20.948,4.4,3.5e-4,1,0.0012,7,8,16,23,10,9,63,128,187,960,55
ENSG00000139908,TSSK4,506,135,371,2.746,1.5,3.5e-4,1,0.0012,7,220,89,91,151,124,372,434,353,402,294
ENSG00000125846,ZNF133,1381.8,965,416.8,0.432,-1.2,3.5e-4,1,0.0012,7,1079,1004,564,1250,928,275,424,422,465,498
ENSG00000137474,MYO7A,1201.2,917.6,283.6,0.309,-1.7,3.5e-4,1,0.0012,7,1030,816,801,516,1425,243,220,157,372,426
ENSG00000169752,NRG4,93.2,85.6,7.6,0.091,-3.5,3.5e-4,1,0.0012,7,55,25,131,192,25,8,4,7,14,5
ENSG00000147416,ATP6V1B2,11271.2,3146.6,8124.6,2.581,1.4,3.5e-4,1,0.0012,7,3360,5015,2872,2178,2308,6874,7648,6373,7334,12394
ENSG00000089916,GPATCH2L,4541.4,1638.8,2902.6,1.772,0.8,3.5e-4,1,0.0012,7,1273,1461,1555,2258,1647,2787,3042,2660,2953,3071
ENSG00000104221,BRF2,471.8,366.2,105.6,0.289,-1.8,3.5e-4,1,0.0012,7,141,291,425,403,571,128,115,115,95,75
ENSG00000102575,ACP5,3697,2894,803,0.277,-1.9,3.5e-4,1,0.0012,7,2904,4724,3090,2908,844,637,877,1066,659,776
ENSG00000117425,PTCH2,318.2,250,68.2,0.274,-1.9,3.5e-4,1,0.0012,7,208,193,243,141,465,52,102,57,53,77
ENSG00000134324,LPIN1,3836.2,1422.6,2413.6,1.696,0.8,3.5e-4,1,0.0012,7,1469,1495,1391,1613,1145,2148,2304,2891,2681,2044
ENSG00000065526,SPEN,11159.4,4219.4,6940,1.645,0.7,3.5e-4,1,0.0012,7,3884,3306,5066,4358,4483,6927,7006,6813,7124,6830
ENSG00000025708,TYMP,20358.8,5122,15236.8,2.975,1.6,3.5e-4,1,0.0012,7,5042,5249,3415,9266,2638,12119,14218,14603,16370,18874
ENSG00000004975,DVL2,3328.6,2383.4,945.2,0.397,-1.3,3.5e-4,1,0.0012,7,1379,1621,2311,3927,2679,954,835,1096,973,868
ENSG00000166913,YWHAB,18785.8,7133.8,11652,1.633,0.7,3.5e-4,1,0.0012,7,6857,7300,7944,5787,7781,12627,11291,10792,11989,11561
ENSG00000108468,CBX1,3878.4,2911.2,967.2,0.332,-1.6,3.5e-4,1,0.0012,7,1262,2315,5422,2894,2663,874,1025,990,1054,893
ENSG00000278918,ENSG00000278918,410.8,55.2,355.6,6.353,2.7,3.5e-4,1,0.0012,7,141,55,15,26,39,432,305,357,400,284
ENSG00000221838,AP4M1,1040.6,665.2,375.4,0.564,-0.8,3.5e-4,1,0.0012,7,568,641,678,717,722,371,378,306,383,439
ENSG00000276043,UHRF1,953.4,811.2,142.2,0.176,-2.5,3.5e-4,1,0.0012,7,174,737,890,592,1663,90,120,199,173,129
ENSG00000141577,CEP131,1503.2,1006.2,497,0.494,-1,3.5e-4,1,0.0012,7,813,867,838,1008,1505,457,548,551,432,497
ENSG00000163382,NAXE,2267.4,1570,697.4,0.444,-1.2,3.5e-4,1,0.0012,7,1123,1239,1411,2629,1448,705,626,745,776,635
ENSG00000152457,DCLRE1C,977.4,316.4,661,2.089,1.1,3.5e-4,1,0.0012,7,328,301,324,432,197,633,645,617,684,726
ENSG00000124215,CDH26,771.8,704.8,67,0.095,-3.4,3.5e-4,1,0.0012,7,139,253,808,1992,332,70,61,69,86,49
ENSG00000157103,SLC6A1,294.6,294.6,0,0,-11.2,3.5e-4,1,0.0012,7,966,215,206,40,46,0,0,0,0,0
ENSG00000197594,ENPP1,173.4,163.8,9.6,0.059,-4.1,3.5e-4,1,0.0012,7,124,510,38,40,107,9,20,7,7,5
ENSG00000196236,XPNPEP3,1255.6,853.2,402.4,0.472,-1.1,3.6e-4,1,0.0012,7,573,740,868,922,1163,509,430,355,358,360
ENSG00000089289,IGBP1,3109.4,1160.8,1948.6,1.679,0.7,3.6e-4,1,0.0012,7,1086,1209,893,1357,1259,2181,1910,1928,1706,2018
ENSG00000167721,TSR1,2253,1585.4,667.6,0.421,-1.2,3.6e-4,1,0.0012,7,847,1237,1802,2386,1655,603,727,685,702,621
ENSG00000154274,C4orf19,154.6,126.8,27.8,0.219,-2.2,3.6e-4,1,0.0012,7,122,115,40,145,212,34,24,16,35,30
ENSG00000066654,THUMPD1,3306.8,1198.2,2108.6,1.76,0.8,3.6e-4,1,0.0012,7,1330,1174,1179,917,1391,2634,2041,2123,1984,1761
ENSG00000175482,POLD4,1413.2,499.6,913.6,1.828,0.9,3.6e-4,1,0.0012,7,629,478,435,523,433,756,852,1003,869,1088
ENSG00000177674,AGTRAP,5646.2,1345.4,4300.8,3.197,1.7,3.6e-4,1,0.0012,7,1313,1357,1754,1847,456,3717,4028,3457,4110,6192
ENSG00000162645,GBP2,9740.8,2782.4,6958.4,2.501,1.3,3.6e-4,1,0.0012,7,3509,2925,3570,2386,1522,6658,4326,8828,7044,7936
ENSG00000163322,ABRAXAS1,516.6,159.4,357.2,2.238,1.2,3.6e-4,1,0.0012,7,154,154,217,115,157,384,422,378,323,279
ENSG00000107984,DKK1,123,123,0,0.001,-9.9,3.6e-4,1,0.0012,7,18,96,64,389,48,0,0,0,0,0
ENSG00000179532,DNHD1,3952.8,1241,2711.8,2.185,1.1,3.6e-4,1,0.0012,7,1368,956,865,1077,1939,2898,3049,2598,2824,2190
ENSG00000266010,GATA6-AS1,50,47,3,0.064,-4,3.6e-4,1,0.0012,7,121,46,25,29,14,6,0,1,3,5
ENSG00000185507,IRF7,1722.2,517.8,1204.4,2.324,1.2,3.6e-4,1,0.0012,7,666,619,568,260,476,1135,1036,1333,1111,1407
ENSG00000198483,ANKRD35,254.2,224.2,30,0.132,-2.9,3.6e-4,1,0.0012,7,465,255,111,109,181,11,44,16,22,57
ENSG00000267369,TAF5LP1,522.4,75.4,447,5.907,2.6,3.6e-4,1,0.0012,7,140,87,63,14,73,408,299,645,605,278
ENSG00000174171,ENSG00000174171,626.4,73,553.4,7.571,2.9,3.6e-4,1,0.0012,7,124,33,100,22,86,504,222,591,295,1155
ENSG00000148290,SURF1,1984.6,778.2,1206.4,1.55,0.6,3.6e-4,1,0.0012,7,819,780,823,689,780,1224,1219,1177,1123,1289
ENSG00000146085,MMUT,1401.2,972.6,428.6,0.441,-1.2,3.6e-4,1,0.0012,7,554,1051,1014,1056,1188,352,550,494,337,410
ENSG00000180198,RCC1,1691.6,1085.8,605.8,0.558,-0.8,3.6e-4,1,0.0012,7,777,1317,1042,1074,1219,651,610,609,622,537
ENSG00000213123,DYNLT2B,105.8,88.2,17.6,0.202,-2.3,3.6e-4,1,0.0012,7,33,72,76,184,76,9,21,18,18,22
ENSG00000134318,ROCK2,2881,1771.6,1109.4,0.626,-0.7,3.6e-4,1,0.0012,7,1675,1694,2150,1494,1845,1133,1123,1050,1143,1098
ENSG00000132313,MRPL35,1205.6,826.6,379,0.459,-1.1,3.6e-4,1,0.0012,7,599,730,819,840,1145,253,384,386,408,464
ENSG00000157064,NMNAT2,64.2,54,10.2,0.187,-2.4,3.6e-4,1,0.0012,7,85,43,18,65,59,6,11,7,7,20
ENSG00000161714,PLCD3,764.8,613,151.8,0.247,-2,3.6e-4,1,0.0012,7,814,994,434,551,272,119,245,104,97,194
ENSG00000186493,IRX2-DT,229.6,229.6,0,0.001,-10.8,3.7e-4,1,0.0012,7,88,61,120,827,52,0,0,0,0,0
ENSG00000103184,SEC14L5,128.4,24.6,103.8,4.268,2.1,3.7e-4,1,0.0012,7,16,14,49,28,16,125,138,95,100,61
ENSG00000235823,OLMALINC,306.4,241.2,65.2,0.271,-1.9,3.7e-4,1,0.0012,7,319,281,210,304,92,56,64,103,49,54
ENSG00000187583,PLEKHN1,492.6,398.4,94.2,0.237,-2.1,3.7e-4,1,0.0012,7,349,237,695,541,170,58,86,84,102,141
ENSG00000204681,GABBR1,4699.2,1363.4,3335.8,2.445,1.3,3.7e-4,1,0.0012,7,2146,1431,814,1334,1092,3669,3095,2571,2898,4446
ENSG00000124608,AARS2,1637.6,1061.2,576.4,0.543,-0.9,3.7e-4,1,0.0012,7,1021,961,1087,820,1417,490,577,625,635,555
ENSG00000166908,PIP4K2C,2605.8,1695.2,910.6,0.537,-0.9,3.7e-4,1,0.0012,7,1233,1394,1911,2084,1854,872,770,939,1069,903
ENSG00000273369,ENSG00000273369,53.4,12.4,41,3.203,1.7,3.7e-4,1,0.0012,7,18,17,5,11,11,50,42,45,38,30
ENSG00000137285,TUBB2B,60.2,56.8,3.4,0.062,-4,3.7e-4,1,0.0012,7,47,89,16,15,117,1,8,1,1,6
ENSG00000267107,PCAT19,138.2,133.2,5,0.039,-4.7,3.7e-4,1,0.0012,7,329,99,160,30,48,11,2,11,0,1
ENSG00000134326,CMPK2,585.4,164.8,420.6,2.546,1.3,3.7e-4,1,0.0012,7,152,255,179,131,107,400,393,543,431,336
ENSG00000149922,TBX6,245.2,179,66.2,0.371,-1.4,3.7e-4,1,0.0012,7,223,124,176,207,165,40,72,82,60,77
ENSG00000275066,SYNRG,1668.6,598.4,1070.2,1.788,0.8,3.7e-4,1,0.0012,7,506,529,678,679,600,966,1082,1036,1359,908
ENSG00000140280,LYSMD2,673,191.4,481.6,2.518,1.3,3.7e-4,1,0.0012,7,177,212,175,286,107,402,432,596,516,462
ENSG00000135374,ELF5,277.8,276,1.8,0.007,-7.2,3.7e-4,1,0.0012,7,81,77,49,14,1159,2,0,1,1,5
ENSG00000136878,USP20,4484,1543.8,2940.2,1.904,0.9,3.7e-4,1,0.0012,7,2023,1570,1365,1656,1105,2739,3095,3304,3310,2253
ENSG00000106785,TRIM14,3988.4,1268.4,2720,2.143,1.1,3.7e-4,1,0.0012,7,1737,1582,1021,1158,844,2175,2545,3016,3365,2499
ENSG00000145743,FBXL17,956.4,330,626.4,1.896,0.9,3.7e-4,1,0.0012,7,310,441,274,336,289,664,543,668,669,588
ENSG00000148357,HMCN2,355.2,355.2,0,0,-11.5,3.7e-4,1,0.0012,7,865,682,137,39,53,0,0,0,0,0
ENSG00000149823,VPS51,4919.2,1822.8,3096.4,1.698,0.8,3.7e-4,1,0.0012,7,2141,1904,1927,1807,1335,2919,3302,3341,3256,2664
ENSG00000171320,ESCO2,166.4,149.6,16.8,0.114,-3.1,3.7e-4,1,0.0012,7,19,106,235,153,235,7,25,23,15,14
ENSG00000196683,TOMM7,7427.4,2738,4689.4,1.713,0.8,3.7e-4,1,0.0012,7,2847,2486,2185,3029,3143,5417,4676,5143,4406,3805
ENSG00000137193,PIM1,8499.2,2093.4,6405.8,3.059,1.6,3.7e-4,1,0.0012,7,2699,2641,1930,2233,964,5994,6358,10354,5613,3710
ENSG00000122873,CISD1,432.4,313.2,119.2,0.381,-1.4,3.7e-4,1,0.0012,7,317,417,339,264,229,79,95,150,111,161
ENSG00000175711,B3GNTL1,383.8,113,270.8,2.39,1.3,3.7e-4,1,0.0012,7,142,121,85,130,87,254,302,235,217,346
ENSG00000179163,FUCA1,2510.4,1762.8,747.6,0.424,-1.2,3.7e-4,1,0.0012,7,1895,2602,1780,936,1601,664,714,815,620,925
ENSG00000008086,CDKL5,1029,745.2,283.8,0.38,-1.4,3.7e-4,1,0.0012,7,514,1033,420,1009,750,343,215,264,283,314
ENSG00000117419,ERI3,2406,1639.8,766.2,0.467,-1.1,3.7e-4,1,0.0012,7,1048,1475,2109,1284,2283,856,758,777,741,699
ENSG00000127472,PLA2G5,126,126,0,0.001,-10,3.7e-4,1,0.0012,7,303,203,83,15,26,0,0,0,0,0
ENSG00000164484,TMEM200A,391,318.4,72.6,0.228,-2.1,3.7e-4,1,0.0012,7,343,579,300,123,247,53,44,116,85,65
ENSG00000166927,MS4A7,5318,1105.4,4212.6,3.806,1.9,3.7e-4,1,0.0012,7,1597,1813,1052,371,694,4990,3202,3424,4014,5433
ENSG00000198796,ALPK2,266.8,249,17.8,0.071,-3.8,3.7e-4,1,0.0013,7,561,441,56,54,133,8,30,14,25,12
ENSG00000101365,IDH3B,4328.8,1693.8,2635,1.556,0.6,3.8e-4,1,0.0013,7,2005,1742,1573,1636,1513,2893,2495,2644,2697,2446
ENSG00000137747,TMPRSS13,934.4,784.4,150,0.192,-2.4,3.8e-4,1,0.0013,7,224,351,687,1248,1412,115,158,171,125,181
ENSG00000161970,RPL26,6554.6,2270.4,4284.2,1.887,0.9,3.8e-4,1,0.0013,7,2164,2019,2004,3257,1908,5205,4579,4152,3697,3788
ENSG00000105427,CNFN,138.8,128.2,10.6,0.087,-3.5,3.8e-4,1,0.0013,7,28,61,94,180,278,2,15,18,6,12
ENSG00000140992,PDPK1,2812,1029,1783,1.733,0.8,3.8e-4,1,0.0013,7,1130,841,1136,852,1186,1808,1663,1528,1807,2109
ENSG00000160051,IQCC,245.8,167.2,78.6,0.471,-1.1,3.8e-4,1,0.0013,7,163,168,186,180,139,77,87,78,70,81
ENSG00000211810,TRAV29DV5,234.6,13.4,221.2,16.545,4,3.8e-4,1,0.0013,7,8,20,18,11,10,45,116,107,82,756
ENSG00000174607,UGT8,153.8,140.8,13,0.092,-3.4,3.8e-4,1,0.0013,7,25,225,177,47,230,4,13,17,10,21
ENSG00000005238,ATOSB,3926.8,1183.2,2743.6,2.317,1.2,3.8e-4,1,0.0013,7,1317,1450,610,957,1582,3269,2690,2322,2869,2568
ENSG00000113658,SMAD5,1824.2,1259.2,565,0.449,-1.2,3.8e-4,1,0.0013,7,850,1102,1746,1440,1158,542,440,480,786,577
ENSG00000113593,PPWD1,2399.4,814.4,1585,1.945,1,3.8e-4,1,0.0013,7,1097,936,769,588,682,1957,1501,1560,1430,1477
ENSG00000256862,PARP11-AS1,93.8,13.4,80.4,6.05,2.6,3.8e-4,1,0.0013,7,5,7,16,19,20,111,115,86,65,25
ENSG00000245534,RORA-AS1,64,13.8,50.2,3.72,1.9,3.8e-4,1,0.0013,7,8,9,15,21,16,63,36,58,66,28
ENSG00000129245,FXR2,2464.8,1682.8,782,0.465,-1.1,3.8e-4,1,0.0013,7,1129,1415,1941,2534,1395,668,734,794,900,814
ENSG00000178295,GEN1,1372.2,960.6,411.6,0.429,-1.2,3.8e-4,1,0.0013,7,609,850,839,1116,1389,374,406,381,333,564
ENSG00000110442,COMMD9,2554.6,863.2,1691.4,1.96,1,3.8e-4,1,0.0013,7,692,896,1223,891,614,1796,1733,1504,1534,1890
ENSG00000140379,BCL2A1,2144.2,374,1770.2,4.714,2.2,3.8e-4,1,0.0013,7,333,824,269,166,278,2079,2424,1986,741,1621
ENSG00000243224,TWF2-DT,48.4,11.4,37,3.312,1.7,3.8e-4,1,0.0013,7,11,9,18,10,9,24,49,53,27,32
ENSG00000211653,IGLV1-40,917.6,890.2,27.4,0.031,-5,3.8e-4,1,0.0013,7,1041,626,1510,11,1263,5,31,36,15,50
ENSG00000196507,TCEAL3,675.4,500.4,175,0.349,-1.5,3.8e-4,1,0.0013,7,685,701,378,432,306,232,181,188,168,106
ENSG00000139428,MMAB,849,577.2,271.8,0.472,-1.1,3.8e-4,1,0.0013,7,479,479,688,515,725,312,242,336,269,200
ENSG00000116266,STXBP3,2304.4,848.8,1455.6,1.714,0.8,3.8e-4,1,0.0013,7,651,947,895,1002,749,1498,1406,1300,1467,1607
ENSG00000110514,MADD,6142.4,2043.6,4098.8,2.005,1,3.8e-4,1,0.0013,7,3121,2119,1597,1462,1919,4223,4023,3878,4312,4058
ENSG00000205710,C17orf107,163.6,122.8,40.8,0.333,-1.6,3.8e-4,1,0.0013,7,114,90,169,102,139,47,62,31,28,36
ENSG00000112667,DNPH1,808.8,565.8,243,0.43,-1.2,3.8e-4,1,0.0013,7,359,609,718,592,551,193,230,339,192,261
ENSG00000163536,SERPINI1,342.8,284,58.8,0.208,-2.3,3.8e-4,1,0.0013,7,188,193,276,137,626,71,33,81,62,47
ENSG00000183248,PRR36,142.8,126.4,16.4,0.129,-3,3.8e-4,1,0.0013,7,103,168,225,51,85,11,43,9,10,9
ENSG00000180573,H2AC6,2544.8,463.8,2081,4.492,2.2,3.8e-4,1,0.0013,7,243,392,541,322,821,3759,2868,1452,1186,1140
ENSG00000139514,SLC7A1,2545.8,1804,741.8,0.411,-1.3,3.8e-4,1,0.0013,7,1315,1143,2333,2679,1550,714,732,809,908,546
ENSG00000104133,SPG11,7168.8,2535.6,4633.2,1.827,0.9,3.9e-4,1,0.0013,7,2231,2138,2289,3184,2836,4102,4047,3953,5369,5695
ENSG00000163655,GMPS,3718.2,2671.4,1046.8,0.392,-1.4,3.9e-4,1,0.0013,7,1148,2252,2865,3829,3263,1122,1046,1071,1058,937
ENSG00000131873,CHSY1,3803.2,2443.8,1359.4,0.556,-0.8,3.9e-4,1,0.0013,7,1793,2923,2816,2041,2646,1352,1427,1145,1322,1551
ENSG00000284526,ENSG00000284526,168.8,159.8,9,0.058,-4.1,3.9e-4,1,0.0013,7,49,28,105,446,171,2,5,9,11,18
ENSG00000248476,BACH1-IT1,60.8,14.8,46,3.095,1.6,3.9e-4,1,0.0013,7,11,16,22,18,7,59,50,39,40,42
ENSG00000100596,SPTLC2,5683.8,1853.2,3830.6,2.067,1,3.9e-4,1,0.0013,7,2212,1424,1777,2052,1801,3233,3767,2787,3603,5763
ENSG00000174370,KCNJ5-AS1,145.6,120.4,25.2,0.208,-2.3,3.9e-4,1,0.0013,7,146,121,31,203,101,26,25,18,21,36
ENSG00000128731,HERC2,4006.6,2547.2,1459.4,0.573,-0.8,3.9e-4,1,0.0013,7,1989,2283,2303,2923,3238,1305,1413,1456,1679,1444
ENSG00000125885,MCM8,1024.4,762.2,262.2,0.344,-1.5,3.9e-4,1,0.0013,7,370,759,846,719,1117,181,221,360,334,215
ENSG00000112619,PRPH2,91.4,82.8,8.6,0.105,-3.3,3.9e-4,1,0.0013,7,133,175,48,28,30,5,5,18,9,6
ENSG00000130340,SNX9,2667.6,1896,771.6,0.407,-1.3,3.9e-4,1,0.0013,7,1536,3076,1518,1934,1416,1002,781,910,637,528
ENSG00000136518,ACTL6A,2376.6,1743,633.6,0.364,-1.5,3.9e-4,1,0.0013,7,649,1601,2411,2220,1834,586,620,639,670,653
ENSG00000175130,MARCKSL1,6255.4,4761.8,1493.6,0.314,-1.7,3.9e-4,1,0.0013,7,3750,5097,8310,2501,4151,2290,1474,1630,1143,931
ENSG00000236039,LINC02889,148.8,144.4,4.4,0.033,-4.9,3.9e-4,1,0.0013,7,284,39,213,64,122,0,0,17,3,2
ENSG00000171246,NPTX1,111.6,100.8,10.8,0.113,-3.1,3.9e-4,1,0.0013,7,85,63,109,145,102,15,1,24,12,2
ENSG00000211945,IGHV1-18,584.2,544.4,39.8,0.073,-3.8,3.9e-4,1,0.0013,7,519,1386,358,68,391,13,61,65,16,44
ENSG00000168803,ADAL,400,279.4,120.6,0.432,-1.2,3.9e-4,1,0.0013,7,179,282,304,320,312,98,120,154,122,109
ENSG00000176783,RUFY1,3547,1057,2490,2.354,1.2,3.9e-4,1,0.0013,7,1526,1278,979,911,591,2487,3326,2114,2398,2125
ENSG00000254221,PCDHGB1,57.8,56.6,1.2,0.022,-5.5,3.9e-4,1,0.0013,7,28,23,22,193,17,0,4,0,0,2
ENSG00000183134,PTGDR2,104.8,19.4,85.4,4.335,2.1,3.9e-4,1,0.0013,7,30,23,25,12,7,63,61,136,64,103
ENSG00000279799,ENSG00000279799,51.8,11.8,40,3.344,1.7,3.9e-4,1,0.0013,7,21,11,10,12,5,38,39,40,36,47
ENSG00000248429,GASK1B-AS1,398.6,47.2,351.4,7.315,2.9,3.9e-4,1,0.0013,7,62,84,27,14,49,141,427,173,300,716
ENSG00000004776,HSPB6,152,150.8,1.2,0.01,-6.7,3.9e-4,1,0.0013,8,596,96,27,19,16,0,2,2,2,0
ENSG00000112293,GPLD1,131,112,19,0.173,-2.5,3.9e-4,1,0.0013,8,43,64,112,235,106,9,25,22,12,27
ENSG00000116044,NFE2L2,7744.8,5949.8,1795,0.302,-1.7,3.9e-4,1,0.0013,8,3601,2844,5395,11523,6386,2219,2074,1728,1542,1412
ENSG00000114686,MRPL3,4009.2,3046.6,962.6,0.316,-1.7,4e-4,1,0.0013,8,1042,2653,5220,3282,3036,894,934,976,858,1151
ENSG00000092847,AGO1,5209.8,1874,3335.8,1.78,0.8,4e-4,1,0.0013,8,2036,1878,2258,1580,1618,2946,3909,2562,3412,3850
ENSG00000078403,MLLT10,2741,1006.2,1734.8,1.724,0.8,4e-4,1,0.0013,8,1318,1003,886,1029,795,1909,1610,1697,1809,1649
ENSG00000170265,ZNF282,2146.4,1475.6,670.8,0.455,-1.1,4e-4,1,0.0013,8,1106,899,1538,2143,1692,572,699,741,691,651
ENSG00000004487,KDM1A,4313.4,2676.6,1636.8,0.611,-0.7,4e-4,1,0.0013,8,2402,3176,2083,2980,2742,1752,1678,1601,1600,1553
ENSG00000229759,MRPS18AP1,62.6,12.4,50.2,4.057,2,4e-4,1,0.0013,8,12,15,10,21,4,36,40,47,60,68
ENSG00000090238,YPEL3,6117.6,2061.4,4056.2,1.967,1,4e-4,1,0.0013,8,2773,2621,1667,1737,1509,3586,3986,4671,3978,4060
ENSG00000211962,IGHV1-46,964.2,933.2,31,0.034,-4.9,4e-4,1,0.0013,8,1464,1340,1134,23,705,6,44,70,8,27
ENSG00000111252,SH2B3,8285.8,1740,6545.8,3.76,1.9,4e-4,1,0.0013,8,3498,1989,1578,862,773,8058,6844,6358,6550,4919
ENSG00000180354,MTURN,2300.2,500.8,1799.4,3.587,1.8,4e-4,1,0.0013,8,665,624,258,258,699,2696,2411,1291,1363,1236
ENSG00000211799,TRAV19,81.4,13.2,68.2,5.031,2.3,4e-4,1,0.0013,8,18,21,12,11,4,59,61,79,111,31
ENSG00000100399,CHADL,88.8,71,17.8,0.257,-2,4e-4,1,0.0013,8,65,68,46,134,42,14,15,21,27,12
ENSG00000134884,ARGLU1,14602,4895.8,9706.2,1.982,1,4e-4,1,0.0013,8,6741,5492,4304,4865,3077,10224,10089,9361,9903,8954
ENSG00000156136,DCK,1549.6,455,1094.6,2.407,1.3,4e-4,1,0.0013,8,220,519,609,362,565,993,1152,1112,1125,1091
ENSG00000250539,KRT8P33,113,31.2,81.8,2.606,1.4,4e-4,1,0.0013,8,34,31,40,17,34,81,88,78,82,80
ENSG00000168734,PKIG,1264.8,1024.6,240.2,0.235,-2.1,4e-4,1,0.0013,8,1223,1527,1316,690,367,145,279,417,178,182
ENSG00000114529,C3orf52,488.6,437.2,51.4,0.117,-3.1,4e-4,1,0.0013,8,194,201,261,1187,343,23,57,62,26,89
ENSG00000165810,BTNL9,423.6,396,27.6,0.07,-3.8,4e-4,1,0.0013,8,1087,415,322,80,76,26,33,43,9,27
ENSG00000183044,ABAT,1071.8,331.8,740,2.229,1.2,4e-4,1,0.0013,8,505,344,310,202,298,675,744,677,808,796
ENSG00000184497,TMEM255B,737.4,672.6,64.8,0.096,-3.4,4e-4,1,0.0013,8,2077,467,407,182,230,52,49,54,57,112
ENSG00000130032,PRRG3,183.2,183.2,0,0.001,-10.5,4e-4,1,0.0013,8,333,318,228,19,18,0,0,0,0,0
ENSG00000106526,ACTR3C,153.2,118.6,34.6,0.294,-1.8,4e-4,1,0.0013,8,85,76,214,104,114,31,26,44,44,28
ENSG00000281162,LINC01127,340.6,59.4,281.2,4.737,2.2,4e-4,1,0.0013,8,67,42,100,39,49,253,254,88,319,492
ENSG00000176909,MAMSTR,110.6,90.2,20.4,0.228,-2.1,4e-4,1,0.0013,8,80,54,123,33,161,21,18,23,24,16
ENSG00000102265,TIMP1,17963.8,13157.4,4806.4,0.365,-1.5,4e-4,1,0.0013,8,11619,13577,22508,10843,7240,6026,5528,3803,3521,5154
ENSG00000127399,LRRC61,500.6,358.4,142.2,0.398,-1.3,4.1e-4,1,0.0013,8,251,307,496,380,358,91,140,172,179,129
